Name,MSE,PSNR,fMSE,SE,SSIM,height,width,mask_area
c497386_173243_1,20.730566024780273,34.96469179740507,789.0147094726562,16.955944,"tensor(0.9931, device='cuda:0')",426,640,7163.3408203125
c466451_195894_2,2.7607102394104004,43.720593775133246,119.59642028808594,2.5442705,"tensor(0.9979, device='cuda:0')",480,640,7091.26708984375
c466451_195894_1,7.3030548095703125,39.495757413580755,316.37481689453125,6.730495,"tensor(0.9970, device='cuda:0')",480,640,7091.26708984375
c466451_195894_3,8.789709091186523,38.69105809784387,380.77801513671875,8.1005955,"tensor(0.9955, device='cuda:0')",480,640,7091.26708984375
c139490_1909550_1,8.245718955993652,38.96851779812212,201.23541259765625,7.5834235,"tensor(0.9863, device='cuda:0')",479,640,12561.4462890625
c147154_1532222_1,9.967133522033691,38.14510041085681,967.6672973632812,4.9636325,"tensor(0.9982, device='cuda:0')",332,500,1709.827392578125
c78358_518902_1,9.620773315429688,38.29870333800426,471.5317077636719,7.905967,"tensor(0.9943, device='cuda:0')",428,640,5588.85498046875
c374005_1544329_1,5.767692565917969,40.52078182347614,489.7532653808594,4.728585,"tensor(0.9982, device='cuda:0')",427,640,3218.34521484375
c182348_40375_1,10.469900131225586,37.931377802746354,590.6388549804688,8.583643,"tensor(0.9978, device='cuda:0')",427,640,4844.2705078125
c97818_2035549_1,2.102024555206299,44.90442369243425,178.35250854492188,1.04996125,"tensor(0.9994, device='cuda:0')",500,333,1962.3333740234375
c74963_1045752_2,4.845314025878906,41.27758342215248,228.1921844482422,3.98168525,"tensor(0.9974, device='cuda:0')",428,640,5816.2744140625
c74963_1045752_1,7.039323806762695,39.655493560950845,331.5200500488281,5.784635,"tensor(0.9971, device='cuda:0')",428,640,5816.2744140625
c337143_596208_1,5.945088863372803,40.389219372585366,131.00106811523438,4.09783075,"tensor(0.9977, device='cuda:0')",359,640,10426.96484375
c337143_596208_2,10.086296081542969,38.09348605157558,222.2532958984375,6.952282,"tensor(0.9969, device='cuda:0')",359,640,10426.96484375
c174358_1096659_1,3.6331398487091064,42.527981260573775,124.81903839111328,3.3483015,"tensor(0.9980, device='cuda:0')",640,480,8941.7490234375
